userId	geneSymbol	geneName	entrezgene	gLink
MT1H	MT1H	metallothionein 1H	4496	https://www.ncbi.nlm.nih.gov/gene/?term=4496
PNKD	PNKD	PNKD, MBL domain containing	25953	https://www.ncbi.nlm.nih.gov/gene/?term=25953
LOC101929270	LOC101929270	uncharacterized LOC101929270	101929270	https://www.ncbi.nlm.nih.gov/gene/?term=101929270
MT1M	MT1M	metallothionein 1M	4499	https://www.ncbi.nlm.nih.gov/gene/?term=4499
PTGES	PTGES	prostaglandin E synthase	9536	https://www.ncbi.nlm.nih.gov/gene/?term=9536
BBS5	BBS5	Bardet-Biedl syndrome 5	129880	https://www.ncbi.nlm.nih.gov/gene/?term=129880
LOC101928389	LOC101928389	uncharacterized LOC101928389	101928389	https://www.ncbi.nlm.nih.gov/gene/?term=101928389
LY75-CD302	LY75-CD302	LY75-CD302 readthrough	100526664	https://www.ncbi.nlm.nih.gov/gene/?term=100526664
MT1F	MT1F	metallothionein 1F	4494	https://www.ncbi.nlm.nih.gov/gene/?term=4494
CD300LD	CD300LD	CD300 molecule like family member d	100131439	https://www.ncbi.nlm.nih.gov/gene/?term=100131439
TMEM14C	TMEM14C	transmembrane protein 14C	51522	https://www.ncbi.nlm.nih.gov/gene/?term=51522
CD14	CD14	CD14 molecule	929	https://www.ncbi.nlm.nih.gov/gene/?term=929
FUT7	FUT7	fucosyltransferase 7	2529	https://www.ncbi.nlm.nih.gov/gene/?term=2529
S100A9	S100A9	S100 calcium binding protein A9	6280	https://www.ncbi.nlm.nih.gov/gene/?term=6280
GUCY1B2	GUCY1B2	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)	2974	https://www.ncbi.nlm.nih.gov/gene/?term=2974
CHPF	CHPF	chondroitin polymerizing factor	79586	https://www.ncbi.nlm.nih.gov/gene/?term=79586
SIRPB2	SIRPB2	signal regulatory protein beta 2	284759	https://www.ncbi.nlm.nih.gov/gene/?term=284759
GPR162	GPR162	G protein-coupled receptor 162	27239	https://www.ncbi.nlm.nih.gov/gene/?term=27239
LINC01094	LINC01094	long intergenic non-protein coding RNA 1094	100505702	https://www.ncbi.nlm.nih.gov/gene/?term=100505702
LOC101928021	LOC101928021	uncharacterized LOC101928021	101928021	https://www.ncbi.nlm.nih.gov/gene/?term=101928021
MANBA	MANBA	mannosidase beta	4126	https://www.ncbi.nlm.nih.gov/gene/?term=4126
WBP1L	WBP1L	WW domain binding protein 1 like	54838	https://www.ncbi.nlm.nih.gov/gene/?term=54838
C9orf131	C9orf131	chromosome 9 open reading frame 131	138724	https://www.ncbi.nlm.nih.gov/gene/?term=138724
LOC101927608	LOC101927608	uncharacterized LOC101927608	101927608	https://www.ncbi.nlm.nih.gov/gene/?term=101927608
LNPEP	LNPEP	leucyl and cystinyl aminopeptidase	4012	https://www.ncbi.nlm.nih.gov/gene/?term=4012
TMEM86A	TMEM86A	transmembrane protein 86A	144110	https://www.ncbi.nlm.nih.gov/gene/?term=144110
ADD3-AS1	ADD3-AS1	ADD3 antisense RNA 1	100505933	https://www.ncbi.nlm.nih.gov/gene/?term=100505933
MT1IP	MT1IP	metallothionein 1I, pseudogene	644314	https://www.ncbi.nlm.nih.gov/gene/?term=644314
PRL	PRL	prolactin	5617	https://www.ncbi.nlm.nih.gov/gene/?term=5617
MT1E	MT1E	metallothionein 1E	4493	https://www.ncbi.nlm.nih.gov/gene/?term=4493
LIMS1	LIMS1	LIM zinc finger domain containing 1	3987	https://www.ncbi.nlm.nih.gov/gene/?term=3987
GRASP	GRASP	general receptor for phosphoinositides 1 associated scaffold protein	160622	https://www.ncbi.nlm.nih.gov/gene/?term=160622
APOC1P1	APOC1P1	apolipoprotein C1 pseudogene 1	342	https://www.ncbi.nlm.nih.gov/gene/?term=342
CXCL5	CXCL5	C-X-C motif chemokine ligand 5	6374	https://www.ncbi.nlm.nih.gov/gene/?term=6374
LOC101930275	LOC101930275	uncharacterized LOC101930275	101930275	https://www.ncbi.nlm.nih.gov/gene/?term=101930275
RNASE2	RNASE2	ribonuclease A family member 2	6036	https://www.ncbi.nlm.nih.gov/gene/?term=6036
MT1A	MT1A	metallothionein 1A	4489	https://www.ncbi.nlm.nih.gov/gene/?term=4489
MIR1262	MIR1262	microRNA 1262	100302279	https://www.ncbi.nlm.nih.gov/gene/?term=100302279
IFITM10	IFITM10	interferon induced transmembrane protein 10	402778	https://www.ncbi.nlm.nih.gov/gene/?term=402778
CYP1B1-AS1	CYP1B1-AS1	CYP1B1 antisense RNA 1	285154	https://www.ncbi.nlm.nih.gov/gene/?term=285154
LOC102467080	LOC102467080	uncharacterized LOC102467080	102467080	https://www.ncbi.nlm.nih.gov/gene/?term=102467080
MIR3163	MIR3163	microRNA 3163	100423029	https://www.ncbi.nlm.nih.gov/gene/?term=100423029
