userId	geneSymbol	geneName	entrezgene	score	gLink
A2M	A2M	alpha-2-macroglobulin	2	0.052753910653435	https://www.ncbi.nlm.nih.gov/gene/?term=2
AAAS	AAAS	aladin WD repeat nucleoporin	8086	0.0670087854661355	https://www.ncbi.nlm.nih.gov/gene/?term=8086
AACS	AACS	acetoacetyl-CoA synthetase	65985	0.173794502932194	https://www.ncbi.nlm.nih.gov/gene/?term=65985
AACSP1	AACSP1	acetoacetyl-CoA synthetase pseudogene 1	729522	0.104913423269482	https://www.ncbi.nlm.nih.gov/gene/?term=729522
AADAT	AADAT	aminoadipate aminotransferase	51166	0.119883936403762	https://www.ncbi.nlm.nih.gov/gene/?term=51166
AAGAB	AAGAB	alpha and gamma adaptin binding protein	79719	0.114427030674547	https://www.ncbi.nlm.nih.gov/gene/?term=79719
AAK1	AAK1	AP2 associated kinase 1	22848	0.00222169965591223	https://www.ncbi.nlm.nih.gov/gene/?term=22848
AAMP	AAMP	angio associated migratory cell protein	14	-0.147673673500132	https://www.ncbi.nlm.nih.gov/gene/?term=14
AAR2	AAR2	AAR2 splicing factor homolog	25980	-0.11556871514048	https://www.ncbi.nlm.nih.gov/gene/?term=25980
AARD	AARD	alanine and arginine rich domain containing protein	441376	-0.25359912668546303	https://www.ncbi.nlm.nih.gov/gene/?term=441376
AARS	AARS	alanyl-tRNA synthetase	16	-0.0763790094215786	https://www.ncbi.nlm.nih.gov/gene/?term=16
AARS2	AARS2	alanyl-tRNA synthetase 2, mitochondrial	57505	0.0133827357256872	https://www.ncbi.nlm.nih.gov/gene/?term=57505
AARSD1	AARSD1	alanyl-tRNA synthetase domain containing 1	80755	0.0631138580545736	https://www.ncbi.nlm.nih.gov/gene/?term=80755
AASDHPPT	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	60496	-0.0300036349335453	https://www.ncbi.nlm.nih.gov/gene/?term=60496
AASS	AASS	aminoadipate-semialdehyde synthase	10157	0.0507877180835201	https://www.ncbi.nlm.nih.gov/gene/?term=10157
AATF	AATF	apoptosis antagonizing transcription factor	26574	-0.111121828801237	https://www.ncbi.nlm.nih.gov/gene/?term=26574
ABCA1	ABCA1	ATP binding cassette subfamily A member 1	19	-0.213874667710388	https://www.ncbi.nlm.nih.gov/gene/?term=19
ABCA11P	ABCA11P	ATP binding cassette subfamily A member 11, pseudogene	79963	-0.0314375382142059	https://www.ncbi.nlm.nih.gov/gene/?term=79963
ABCA13	ABCA13	ATP binding cassette subfamily A member 13	154664	0.0647737544952867	https://www.ncbi.nlm.nih.gov/gene/?term=154664
ABCA3	ABCA3	ATP binding cassette subfamily A member 3	21	0.169495856747255	https://www.ncbi.nlm.nih.gov/gene/?term=21
ABCA5	ABCA5	ATP binding cassette subfamily A member 5	23461	0.096113660173795	https://www.ncbi.nlm.nih.gov/gene/?term=23461
ABCA7	ABCA7	ATP binding cassette subfamily A member 7	10347	-0.0835083626191745	https://www.ncbi.nlm.nih.gov/gene/?term=10347
ABCB10	ABCB10	ATP binding cassette subfamily B member 10	23456	0.0632919531313582	https://www.ncbi.nlm.nih.gov/gene/?term=23456
ABCB4	ABCB4	ATP binding cassette subfamily B member 4	5244	0.0864405933684124	https://www.ncbi.nlm.nih.gov/gene/?term=5244
ABCB6	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	10058	-0.0049323547449034	https://www.ncbi.nlm.nih.gov/gene/?term=10058
ABCB7	ABCB7	ATP binding cassette subfamily B member 7	22	-0.255030892096325	https://www.ncbi.nlm.nih.gov/gene/?term=22
ABCB8	ABCB8	ATP binding cassette subfamily B member 8	11194	-0.0543159670988289	https://www.ncbi.nlm.nih.gov/gene/?term=11194
ABCB9	ABCB9	ATP binding cassette subfamily B member 9	23457	0.144666891181438	https://www.ncbi.nlm.nih.gov/gene/?term=23457
ABCC1	ABCC1	ATP binding cassette subfamily C member 1	4363	0.301557905418219	https://www.ncbi.nlm.nih.gov/gene/?term=4363
ABCC10	ABCC10	ATP binding cassette subfamily C member 10	89845	-0.0447989304580178	https://www.ncbi.nlm.nih.gov/gene/?term=89845
ABCC13	ABCC13	ATP binding cassette subfamily C member 13 (pseudogene)	150000	0.452881354229243	https://www.ncbi.nlm.nih.gov/gene/?term=150000
ABCC3	ABCC3	ATP binding cassette subfamily C member 3	8714	0.0303439392555722	https://www.ncbi.nlm.nih.gov/gene/?term=8714
ABCC5	ABCC5	ATP binding cassette subfamily C member 5	10057	-0.0335303134371733	https://www.ncbi.nlm.nih.gov/gene/?term=10057
ABCC5-AS1	ABCC5-AS1	ABCC5 antisense RNA 1	100873982	0.0991086000672966	https://www.ncbi.nlm.nih.gov/gene/?term=100873982
ABCC6	ABCC6	ATP binding cassette subfamily C member 6	368	0.144712792224905	https://www.ncbi.nlm.nih.gov/gene/?term=368
